Label,area0,area1,area2,area3,area4
Uninfected,1734.5,0,0,0,0
Uninfected,1629.5,0,0,0,0
Uninfected,1620.0,0,0,0,0
Uninfected,1684.0,0,0,0,0
Uninfected,1648.5,0,0,0,0
Uninfected,1689.5,0,0,0,0
Uninfected,1331.5,0,0,0,0
Uninfected,1407.0,0,0,0,0
Uninfected,1604.5,0,0,0,0
Uninfected,1538.0,0,0,0,0
Uninfected,1463.5,0,0,0,0
Uninfected,1819.0,0,0,0,0
Uninfected,1622.5,0,0,0,0
Uninfected,1737.5,0,0,0,0
Uninfected,1734.5,0,0,0,0
Uninfected,1609.5,0,0,0,0
Uninfected,1418.5,0,0,0,0
Uninfected,1417.0,0,0,0,0
Uninfected,1555.0,0,0,0,0
Uninfected,1391.5,0,0,0,0
Uninfected,1687.5,0,0,0,0
Uninfected,1723.5,0,0,0,0
Uninfected,1676.0,0,0,0,0
Uninfected,1711.5,0,0,0,0
Uninfected,1407.0,0,0,0,0
Uninfected,1702.0,0,0,0,0
Uninfected,1706.5,0,0,0,0
Uninfected,1756.5,0,0,0,0
Uninfected,1303.5,0,0,0,0
Uninfected,1673.0,0,0,0,0
Uninfected,1778.0,0,0,0,0
Uninfected,1704.0,0,0,0,0
Uninfected,1833.0,0,0,0,0
Uninfected,1580.5,0,0,0,0
Uninfected,1733.0,0,0,0,0
Uninfected,1820.5,0,0,0,0
Uninfected,1526.0,0,0,0,0
Uninfected,1525.0,0,0,0,0
Uninfected,1696.0,0,0,0,0
Uninfected,1640.0,0,0,0,0
Uninfected,1832.5,0,0,0,0
Uninfected,1868.0,0,0,0,0
Uninfected,1612.5,0,0,0,0
Uninfected,1661.5,0,0,0,0
Uninfected,1649.5,0,0,0,0
Uninfected,363.0,21.0,51.0,1651.0,0
Uninfected,1794.0,0,0,0,0
Uninfected,1753.0,0,0,0,0
Uninfected,1754.0,0,0,0,0
Uninfected,1714.5,0,0,0,0
Uninfected,1747.5,0,0,0,0
Uninfected,1593.0,0,0,0,0
Uninfected,1841.5,0,0,0,0
Uninfected,1627.5,0,0,0,0
Uninfected,1675.5,0,0,0,0
Uninfected,1633.5,0,0,0,0
Uninfected,1741.0,0,0,0,0
Uninfected,1759.5,0,0,0,0
Uninfected,1554.5,0,0,0,0
Uninfected,1809.0,0,0,0,0
Uninfected,1650.0,0,0,0,0
Uninfected,1788.0,0,0,0,0
Uninfected,1592.5,0,0,0,0
Uninfected,1709.5,0,0,0,0
Uninfected,1610.5,0,0,0,0
Uninfected,1723.0,0,0,0,0
Uninfected,1796.0,0,0,0,0
Uninfected,1656.5,0,0,0,0
Uninfected,1673.0,0,0,0,0
Uninfected,1751.0,0,0,0,0
Uninfected,1708.5,0,0,0,0
Uninfected,1647.0,0,0,0,0
Uninfected,1704.0,0,0,0,0
Uninfected,1675.5,0,0,0,0
Uninfected,1623.5,0,0,0,0
Uninfected,1453.0,0,0,0,0
Uninfected,1663.0,0,0,0,0
Uninfected,1691.0,0,0,0,0
Uninfected,1766.0,0,0,0,0
Uninfected,1686.5,0,0,0,0
Uninfected,1761.0,0,0,0,0
Uninfected,1572.0,0,0,0,0
Uninfected,1590.0,0,0,0,0
Uninfected,1628.5,0,0,0,0
Uninfected,1654.0,0,0,0,0
Uninfected,1729.0,0,0,0,0
Uninfected,1714.0,0,0,0,0
Uninfected,1423.0,0,0,0,0
Uninfected,1346.5,0,0,0,0
Uninfected,1405.5,0,0,0,0
Uninfected,1770.0,0,0,0,0
Uninfected,1704.0,0,0,0,0
Uninfected,1684.5,0,0,0,0
Uninfected,1851.0,0,0,0,0
Uninfected,1663.5,0,0,0,0
Uninfected,1738.0,0,0,0,0
Uninfected,1697.0,0,0,0,0
Uninfected,1730.5,0,0,0,0
Uninfected,1348.5,0,0,0,0
Uninfected,1370.0,0,0,0,0
Uninfected,1551.5,0,0,0,0
Uninfected,1575.0,0,0,0,0
Uninfected,1810.0,0,0,0,0
Uninfected,1642.5,0,0,0,0
Uninfected,1568.5,0,0,0,0
Uninfected,1849.5,0,0,0,0
Uninfected,1737.0,0,0,0,0
Uninfected,1707.0,0,0,0,0
Uninfected,1787.0,0,0,0,0
Uninfected,1846.5,0,0,0,0
Uninfected,1692.0,0,0,0,0
Uninfected,1720.0,0,0,0,0
Uninfected,1500.0,0,0,0,0
Uninfected,1756.0,0,0,0,0
Uninfected,1494.5,0,0,0,0
Uninfected,1613.0,0,0,0,0
Uninfected,0.0,7.0,1457.5,0,0
Uninfected,1078.0,0,0,0,0
Uninfected,1777.0,0,0,0,0
Uninfected,1749.0,0,0,0,0
Uninfected,1695.0,0,0,0,0
Uninfected,1677.0,0,0,0,0
Uninfected,1657.5,0,0,0,0
Uninfected,1434.5,0,0,0,0
Uninfected,1466.5,0,0,0,0
Uninfected,7.0,61.5,1732.0,0,0
Uninfected,1558.5,0,0,0,0
Uninfected,1182.0,0,0,0,0
Uninfected,1724.0,0,0,0,0
Uninfected,1706.5,0,0,0,0
Uninfected,263.0,1280.0,1681.5,0,0
Uninfected,1702.5,0,0,0,0
Uninfected,1625.0,0,0,0,0
Uninfected,1696.0,0,0,0,0
Uninfected,1638.0,0,0,0,0
Uninfected,1798.5,0,0,0,0
Uninfected,1610.5,0,0,0,0
Uninfected,1619.0,0,0,0,0
Uninfected,1609.0,0,0,0,0
Uninfected,1652.5,0,0,0,0
Uninfected,1673.0,0,0,0,0
Uninfected,1788.0,0,0,0,0
Uninfected,1756.0,0,0,0,0
Uninfected,1578.0,0,0,0,0
Uninfected,1663.5,0,0,0,0
Uninfected,1750.5,0,0,0,0
Uninfected,1736.5,0,0,0,0
Uninfected,182.0,1157.5,1703.0,0,0
Uninfected,1787.5,0,0,0,0
Uninfected,1563.5,0,0,0,0
Uninfected,1427.0,0,0,0,0
Uninfected,1492.5,0,0,0,0
Uninfected,1658.5,0,0,0,0
Uninfected,1591.5,0,0,0,0
Uninfected,47.0,1620.5,0,0,0
Uninfected,1770.0,0,0,0,0
Uninfected,1684.5,0,0,0,0
Uninfected,1706.5,0,0,0,0
Uninfected,1222.0,0,0,0,0
Uninfected,1730.5,0,0,0,0
Uninfected,1656.0,0,0,0,0
Uninfected,1518.5,0,0,0,0
Uninfected,1737.5,0,0,0,0
Uninfected,1747.5,0,0,0,0
Uninfected,1732.0,0,0,0,0
Uninfected,1126.5,0,0,0,0
Uninfected,1590.0,0,0,0,0
Uninfected,1674.0,0,0,0,0
Uninfected,1809.0,0,0,0,0
Uninfected,1505.0,0,0,0,0
Uninfected,1661.0,0,0,0,0
Uninfected,1740.5,0,0,0,0
Uninfected,1686.5,0,0,0,0
Uninfected,1638.0,0,0,0,0
Uninfected,1618.0,0,0,0,0
Uninfected,1698.5,0,0,0,0
Uninfected,1707.5,0,0,0,0
Uninfected,1495.0,0,0,0,0
Uninfected,1741.0,0,0,0,0
Uninfected,1749.0,0,0,0,0
Uninfected,1750.5,0,0,0,0
Uninfected,1753.5,0,0,0,0
Uninfected,1613.5,0,0,0,0
Uninfected,1625.5,0,0,0,0
Uninfected,1711.0,0,0,0,0
Uninfected,1857.5,0,0,0,0
Uninfected,16.0,858.0,0,0,0
Uninfected,1823.0,0,0,0,0
Uninfected,1482.0,0,0,0,0
Uninfected,1750.0,0,0,0,0
Uninfected,1778.5,0,0,0,0
Uninfected,1664.5,0,0,0,0
Uninfected,1548.0,0,0,0,0
Uninfected,1772.5,0,0,0,0
Uninfected,46.0,1537.0,0,0,0
Uninfected,1636.0,0,0,0,0
Uninfected,1707.0,0,0,0,0
Uninfected,1638.5,0,0,0,0
Uninfected,233.5,5.5,1746.5,0,0
Uninfected,1680.0,0,0,0,0
Uninfected,1704.5,0,0,0,0
Uninfected,1332.0,0,0,0,0
Uninfected,1800.0,0,0,0,0
Uninfected,1692.0,0,0,0,0
Uninfected,1558.5,0,0,0,0
Uninfected,1659.0,0,0,0,0
Uninfected,1604.0,0,0,0,0
Uninfected,1696.5,0,0,0,0
Uninfected,1554.0,0,0,0,0
Uninfected,1545.5,0,0,0,0
Uninfected,1542.0,0,0,0,0
Uninfected,1558.5,0,0,0,0
Uninfected,1700.0,0,0,0,0
Uninfected,1523.0,0,0,0,0
Uninfected,1608.0,0,0,0,0
Uninfected,1534.0,0,0,0,0
Uninfected,1336.5,0,0,0,0
Uninfected,1536.5,0,0,0,0
Uninfected,532.5,1707.5,0,0,0
Uninfected,1560.0,0,0,0,0
Uninfected,1431.0,0,0,0,0
Uninfected,1620.5,0,0,0,0
Uninfected,1622.5,0,0,0,0
Uninfected,21.5,25.0,9.0,7.0,266.5
Uninfected,1518.5,0,0,0,0
Uninfected,1686.5,0,0,0,0
Uninfected,1613.0,0,0,0,0
Uninfected,1723.5,0,0,0,0
Uninfected,1330.0,0,0,0,0
Uninfected,1745.5,0,0,0,0
Uninfected,1393.0,0,0,0,0
Uninfected,1530.0,0,0,0,0
Uninfected,1613.5,0,0,0,0
Uninfected,1779.5,0,0,0,0
Uninfected,1366.5,0,0,0,0
Uninfected,1787.5,0,0,0,0
Uninfected,1740.5,0,0,0,0
Uninfected,1666.0,0,0,0,0
Uninfected,9.0,133.5,556.5,0,0
Uninfected,1819.5,0,0,0,0
Uninfected,1558.0,0,0,0,0
Uninfected,1689.0,0,0,0,0
Uninfected,1697.5,0,0,0,0
Uninfected,1828.5,0,0,0,0
Uninfected,1683.5,0,0,0,0
Uninfected,1768.5,0,0,0,0
Uninfected,1662.0,0,0,0,0
Uninfected,1464.0,0,0,0,0
Uninfected,1676.0,0,0,0,0
Uninfected,1618.5,0,0,0,0
Uninfected,1695.0,0,0,0,0
Uninfected,1711.5,0,0,0,0
Uninfected,1626.0,0,0,0,0
Uninfected,1689.5,0,0,0,0
Uninfected,1619.5,0,0,0,0
Uninfected,1664.0,0,0,0,0
Uninfected,1735.5,0,0,0,0
Uninfected,1621.0,0,0,0,0
Uninfected,1477.0,0,0,0,0
Uninfected,1750.5,0,0,0,0
Uninfected,1715.0,0,0,0,0
Uninfected,1625.5,0,0,0,0
Uninfected,1750.5,0,0,0,0
Uninfected,1478.0,0,0,0,0
Uninfected,1602.5,0,0,0,0
Uninfected,1788.5,0,0,0,0
Uninfected,1351.0,0,0,0,0
Uninfected,1757.5,0,0,0,0
Uninfected,1757.5,0,0,0,0
Uninfected,1695.0,0,0,0,0
Uninfected,1713.0,0,0,0,0
Uninfected,1791.0,0,0,0,0
Uninfected,13.5,1795.5,0,0,0
Uninfected,1669.5,0,0,0,0
Uninfected,1678.0,0,0,0,0
Uninfected,1577.5,0,0,0,0
Uninfected,1819.0,0,0,0,0
Uninfected,1673.5,0,0,0,0
Uninfected,1646.0,0,0,0,0
Uninfected,1363.0,0,0,0,0
Uninfected,1694.0,0,0,0,0
Uninfected,1694.5,0,0,0,0
Uninfected,1527.0,0,0,0,0
Uninfected,1664.0,0,0,0,0
Uninfected,1225.5,1761.0,0,0,0
Uninfected,1609.5,0,0,0,0
Uninfected,1718.0,0,0,0,0
Uninfected,1528.0,0,0,0,0
Uninfected,1793.5,0,0,0,0
Uninfected,1597.0,0,0,0,0
Uninfected,1752.0,0,0,0,0
Uninfected,1618.0,0,0,0,0
Uninfected,1392.0,0,0,0,0
Uninfected,1831.0,0,0,0,0
Uninfected,1567.0,0,0,0,0
Uninfected,1709.0,0,0,0,0
Uninfected,1612.5,0,0,0,0
Uninfected,1673.0,0,0,0,0
Uninfected,1614.0,0,0,0,0
Uninfected,1612.5,0,0,0,0
Uninfected,1714.5,0,0,0,0
Uninfected,1526.5,0,0,0,0
Uninfected,1778.0,0,0,0,0
Uninfected,1681.0,0,0,0,0
Uninfected,1626.0,0,0,0,0
Uninfected,1542.5,0,0,0,0
Uninfected,1.0,129.0,0.5,15.5,0
Uninfected,1716.5,0,0,0,0
Uninfected,1736.5,0,0,0,0
Uninfected,1781.5,0,0,0,0
Uninfected,1542.5,0,0,0,0
Uninfected,1612.0,0,0,0,0
Uninfected,1798.0,0,0,0,0
Uninfected,1693.0,0,0,0,0
Uninfected,1608.0,0,0,0,0
Uninfected,1423.0,0,0,0,0
Uninfected,1353.5,0,0,0,0
Uninfected,1715.5,0,0,0,0
Uninfected,1657.5,0,0,0,0
Uninfected,1724.5,0,0,0,0
Uninfected,1665.5,0,0,0,0
Uninfected,1742.5,0,0,0,0
Uninfected,1783.0,0,0,0,0
Uninfected,1538.5,0,0,0,0
Uninfected,1754.5,0,0,0,0
Uninfected,1805.5,0,0,0,0
Uninfected,29.0,11.5,19.5,21.5,65.5
Uninfected,1685.5,0,0,0,0
Uninfected,1667.0,0,0,0,0
Uninfected,1866.5,0,0,0,0
Uninfected,1572.5,0,0,0,0
Uninfected,1772.5,0,0,0,0
Uninfected,1610.5,0,0,0,0
Uninfected,1733.0,0,0,0,0
Uninfected,1713.0,0,0,0,0
Uninfected,1681.0,0,0,0,0
Uninfected,929.5,0,0,0,0
Uninfected,1160.0,0,0,0,0
Uninfected,1375.0,0,0,0,0
Uninfected,1616.0,0,0,0,0
Uninfected,1799.5,0,0,0,0
Uninfected,1651.5,0,0,0,0
Uninfected,1808.0,0,0,0,0
Uninfected,1504.0,0,0,0,0
Uninfected,1628.0,0,0,0,0
Uninfected,1793.5,0,0,0,0
Uninfected,1541.0,0,0,0,0
Uninfected,1800.5,0,0,0,0
Uninfected,1701.0,0,0,0,0
Uninfected,1642.5,0,0,0,0
Uninfected,1752.5,0,0,0,0
Uninfected,1785.5,0,0,0,0
Uninfected,1571.0,0,0,0,0
Uninfected,1624.0,0,0,0,0
Uninfected,1549.5,0,0,0,0
Uninfected,1462.0,0,0,0,0
Uninfected,1840.5,0,0,0,0
Uninfected,1606.5,0,0,0,0
Uninfected,1617.5,0,0,0,0
Uninfected,1576.0,0,0,0,0
Uninfected,1808.5,0,0,0,0
Uninfected,1611.0,0,0,0,0
Uninfected,0.0,410.5,1165.5,0,0
Uninfected,1645.0,0,0,0,0
Uninfected,1577.0,0,0,0,0
Uninfected,1618.5,0,0,0,0
Uninfected,1733.5,0,0,0,0
Uninfected,1112.0,0,0,0,0
Uninfected,1634.5,0,0,0,0
Uninfected,1780.5,0,0,0,0
Uninfected,1408.0,0,0,0,0
Uninfected,1598.0,0,0,0,0
Uninfected,1798.0,0,0,0,0
Uninfected,1709.5,0,0,0,0
Uninfected,2.5,1829.0,0,0,0
Uninfected,1681.0,0,0,0,0
Uninfected,1541.0,0,0,0,0
Uninfected,1566.5,0,0,0,0
Uninfected,1566.0,0,0,0,0
Uninfected,1732.0,0,0,0,0
Uninfected,1715.5,0,0,0,0
Uninfected,1679.5,0,0,0,0
Uninfected,1735.5,0,0,0,0
Uninfected,1723.0,0,0,0,0
Uninfected,1769.5,0,0,0,0
Uninfected,1594.5,0,0,0,0
Uninfected,1770.5,0,0,0,0
Uninfected,1397.0,0,0,0,0
Uninfected,1550.5,0,0,0,0
Uninfected,1801.0,0,0,0,0
Uninfected,1886.5,0,0,0,0
Uninfected,1810.0,0,0,0,0
Uninfected,1615.0,0,0,0,0
Uninfected,1179.0,0,0,0,0
Uninfected,1675.0,0,0,0,0
Uninfected,1688.0,0,0,0,0
Uninfected,490.0,1655.0,0,0,0
Uninfected,1694.0,0,0,0,0
Uninfected,1811.5,0,0,0,0
Uninfected,1591.5,0,0,0,0
Uninfected,1648.5,0,0,0,0
Uninfected,1742.0,0,0,0,0
Uninfected,1462.5,0,0,0,0
Uninfected,1743.5,0,0,0,0
Uninfected,1425.5,0,0,0,0
Uninfected,1522.0,0,0,0,0
Uninfected,1804.0,0,0,0,0
Uninfected,1688.0,0,0,0,0
Uninfected,1532.0,0,0,0,0
Uninfected,1662.5,0,0,0,0
Uninfected,1298.0,0,0,0,0
Uninfected,1233.5,0,0,0,0
Uninfected,1844.0,0,0,0,0
Uninfected,1639.5,0,0,0,0
Uninfected,1712.5,0,0,0,0
Uninfected,1666.0,0,0,0,0
Uninfected,1675.0,0,0,0,0
Uninfected,1511.0,0,0,0,0
Uninfected,1598.5,0,0,0,0
Uninfected,1549.0,0,0,0,0
Uninfected,1781.5,0,0,0,0
Uninfected,1570.0,0,0,0,0
Uninfected,1787.5,0,0,0,0
Uninfected,1482.0,0,0,0,0
Uninfected,1487.0,0,0,0,0
Uninfected,1713.5,0,0,0,0
Uninfected,1674.5,0,0,0,0
Uninfected,1773.5,0,0,0,0
Uninfected,1580.0,0,0,0,0
Uninfected,1538.0,0,0,0,0
Uninfected,1412.5,0,0,0,0
Uninfected,1534.5,0,0,0,0
Uninfected,1531.5,0,0,0,0
Uninfected,1841.0,0,0,0,0
Uninfected,1810.5,0,0,0,0
Uninfected,1794.0,0,0,0,0
Uninfected,1564.5,0,0,0,0
Uninfected,1700.0,0,0,0,0
Uninfected,1642.0,0,0,0,0
Uninfected,1490.5,0,0,0,0
Uninfected,1767.0,0,0,0,0
Uninfected,1650.0,0,0,0,0
Uninfected,1168.0,0,0,0,0
Uninfected,1611.5,0,0,0,0
Uninfected,1844.5,0,0,0,0
Uninfected,1790.0,0,0,0,0
Uninfected,1442.5,0,0,0,0
Uninfected,1574.0,0,0,0,0
Uninfected,1508.0,0,0,0,0
Uninfected,1819.5,0,0,0,0
Uninfected,34.5,941.5,0,0,0
Uninfected,1538.5,0,0,0,0
Uninfected,1353.0,0,0,0,0
Uninfected,1724.0,0,0,0,0
Uninfected,1821.0,0,0,0,0
Uninfected,1350.0,0,0,0,0
Uninfected,1805.0,0,0,0,0
Uninfected,1682.0,0,0,0,0
Uninfected,1772.5,0,0,0,0
Uninfected,1795.5,0,0,0,0
Uninfected,1859.0,0,0,0,0
Uninfected,1675.0,0,0,0,0
Uninfected,1872.0,0,0,0,0
Uninfected,1401.5,0,0,0,0
Uninfected,1815.0,0,0,0,0
Uninfected,1521.5,0,0,0,0
Uninfected,1740.0,0,0,0,0
Uninfected,1735.5,0,0,0,0
Uninfected,1801.0,0,0,0,0
Uninfected,1595.0,0,0,0,0
Uninfected,1754.0,0,0,0,0
Uninfected,1619.0,0,0,0,0
Uninfected,1756.0,0,0,0,0
Uninfected,1624.5,0,0,0,0
Uninfected,1697.5,0,0,0,0
Uninfected,1692.5,0,0,0,0
Uninfected,1574.0,0,0,0,0
Uninfected,1534.0,0,0,0,0
Uninfected,1408.0,0,0,0,0
Uninfected,1784.0,0,0,0,0
Uninfected,1807.0,0,0,0,0
Uninfected,1490.0,0,0,0,0
Uninfected,1632.0,0,0,0,0
Uninfected,1673.0,0,0,0,0
Uninfected,1718.0,0,0,0,0
Uninfected,1586.0,0,0,0,0
Uninfected,1720.0,0,0,0,0
Uninfected,1574.0,0,0,0,0
Uninfected,1727.0,0,0,0,0
Uninfected,1243.0,0,0,0,0
Uninfected,1658.0,0,0,0,0
Uninfected,1764.5,0,0,0,0
Uninfected,1514.0,0,0,0,0
Uninfected,1647.5,0,0,0,0
Uninfected,1678.0,0,0,0,0
Uninfected,1501.0,0,0,0,0
Uninfected,1529.0,0,0,0,0
Uninfected,1687.0,0,0,0,0
Uninfected,1694.5,0,0,0,0
Uninfected,1602.0,0,0,0,0
Uninfected,1727.0,0,0,0,0
Uninfected,1836.0,0,0,0,0
Uninfected,1521.5,0,0,0,0
Uninfected,1535.0,0,0,0,0
Uninfected,1379.5,0,0,0,0
Uninfected,1641.0,0,0,0,0
Uninfected,1491.0,0,0,0,0
Uninfected,1712.0,0,0,0,0
Uninfected,1586.5,0,0,0,0
Uninfected,1619.0,0,0,0,0
Uninfected,1759.5,0,0,0,0
Uninfected,1630.5,0,0,0,0
Uninfected,114.0,1582.5,0,0,0
Uninfected,1901.0,0,0,0,0
Uninfected,1781.5,0,0,0,0
Uninfected,8.5,25.0,1748.5,0,0
Uninfected,1166.5,0,0,0,0
Uninfected,1458.0,0,0,0,0
Uninfected,1649.0,0,0,0,0
Uninfected,1767.5,0,0,0,0
Uninfected,1579.5,0,0,0,0
Uninfected,1536.0,0,0,0,0
Uninfected,1604.0,0,0,0,0
Uninfected,1703.5,0,0,0,0
Uninfected,1755.0,0,0,0,0
Uninfected,1707.0,0,0,0,0
Uninfected,1657.0,0,0,0,0
Uninfected,1830.5,0,0,0,0
Uninfected,1695.0,0,0,0,0
Uninfected,97.5,7.0,6.0,1590.0,0
Uninfected,1708.0,0,0,0,0
Uninfected,1453.5,0,0,0,0
Uninfected,1468.0,0,0,0,0
Uninfected,1630.0,0,0,0,0
Uninfected,1889.0,0,0,0,0
Uninfected,1675.0,0,0,0,0
Uninfected,1366.5,0,0,0,0
Uninfected,1749.5,0,0,0,0
Uninfected,1705.5,0,0,0,0
Uninfected,1726.0,0,0,0,0
Uninfected,1554.5,0,0,0,0
Uninfected,23.0,20.5,13.5,1644.0,0
Uninfected,1758.0,0,0,0,0
Uninfected,1801.0,0,0,0,0
Uninfected,26.5,4.0,12.0,2.5,768.0
Uninfected,1292.0,0,0,0,0
Uninfected,1577.0,0,0,0,0
Uninfected,1338.0,0,0,0,0
Uninfected,1437.0,0,0,0,0
Uninfected,1799.0,0,0,0,0
Uninfected,1526.5,0,0,0,0
Uninfected,1564.5,0,0,0,0
Uninfected,1669.5,0,0,0,0
Uninfected,1727.0,0,0,0,0
Uninfected,1843.5,0,0,0,0
Uninfected,1673.5,0,0,0,0
Uninfected,1702.5,0,0,0,0
Uninfected,1783.0,0,0,0,0
Uninfected,1271.0,0,0,0,0
Uninfected,1577.0,0,0,0,0
Uninfected,1594.0,0,0,0,0
Uninfected,1396.5,0,0,0,0
Uninfected,1801.5,0,0,0,0
Uninfected,15.0,1571.0,0,0,0
Uninfected,1756.5,0,0,0,0
Uninfected,0.0,1388.0,0,0,0
Uninfected,1643.0,0,0,0,0
Uninfected,1608.5,0,0,0,0
